DOI	Title	Authors	Abstract	Journal	Date
10.1097/AOG.0000000000005802	acetaminophen pregnancy hyperactivity disorder autism spectrum disorder	Damkier P; Gram EB; Ceulemans M; Panchaud A; Cleary B; Chambers C; Weber-Schoendorfer C; Kennedy D; Hodson K; Grant KS; Diav-Citrin O; Običan SG; Shechtman S; Alwan S	acetaminophen is common medication that recently gained substantial medium attention regarding use pregnant individual clinical perspective discus strength limitation published literature effect maternal acetaminophen use pregnancy child risk developing hyperactivity disorder adhd autism spectrum disorder asd study included were specifically selected basis quality validity adhd asd outcome definition total identified study commentary editorial relevance critically reviewed nine study original data that satisfied inclusion criterion three most study that have reported positive finding are difficult to interpret have important bias notably high degree selection bias variability selection adjustment various potential confounders unmeasured familial confounding when unobserved familial confounding sibling analysis wa controlled association weakened substantially suggests residual confounding shared genetic environmental factor may have caused upward bias original observation according to current scientific evidence utero exposure to acetaminophen is unlikely to confer clinically important increased risk childhood adhd asd current level evidence doe not warrant change to clinical guideline treatment fever pain pregnancy prospective research designed to account familial psychosocial environmental factor related to maternal use acetaminophen child neurodevelopment should be undertaken	Obstet Gynecol	01/02/2025
10.7759/cureus.26995	systematic review link autism spectrum disorder acetaminophen mystery to resolve	Khan FY; Kabiraj G; Ahmed MA; Adam M; Mannuru SP; Ramesh V; Shahzad A; Chaduvula P; Khan S	purpose study is to review published paper investigating maternal acetaminophen ap use pregnancy effect offspring neurodevelopment particularly autism spectrum disorder asd acetaminophen is analgesic antipyretic considered safe pregnancy recent study have found association acetaminophen immune system alteration asthma adverse neurodevelopmental outcome used online database central science direct google scholar to search study relevant to topic screened paper title abstract then availability screened article were checked eligibility using relevant quality assessment tool study design extracting analyzing data finalized study screening were ineligible final selection included paper prospective cohort study two review article one found wide range neurodevelopmental outcome data collection so included autism spectrum disorder intelligent quotient iq disorder adhd isolated language attention executive function communication behavior psychomotor development study showed association acetaminophen use listed neurodevelopmental outcome use increased dose frequency were associated stronger association extracted collective evidence study suggesting acetaminophen role developing adverse neurodevelopmental outcome is urgent to do more research association pregnant woman can be cautioned precise use acetaminophen	Cureus	01/07/2022
10.1002/advs.202413170	multiomics analysis reveal essential role tryptophan treatment csdmards rheumatoid arthritis	Jian C; Zhu J; Wu J; Zhang Y; Chen J; Wang H; Liu H; Xu K; Huang J; Zhu X; Wei Y; Li S; Wang T; Huang X; Zou Q; Zhang J; Su J; Du X; Lu Y; Zhou T; Zhou Y; Tang M; Li B; Zhou X; Wei Q; Yan Q; Zeng F	rheumatoid arthritis ra is autoimmune disease characterized heterogeneity response to conventional synthetic antirheumatic drug csdmards study aim to elucidate molecular difference response mechanism ra patient to csdmards multiomics approach particular focus role tryptophan trp treatment plasma fecal peripheral blood mononuclear cell pbmcs were collected metabolomics microbiomics transcriptomics transcriptomics proteomics phosphoproteomics analysis additionally experiment controlled clinical trial were conducted to validate finding comprehensive analysis revealed significant alteration metabolic profile microbiota composition immune cell indicating role trp modulating therapeutic response to csdmards vitro experiment demonstrated trp significantly inhibited proliferation pbmcs reducing secretion furthermore vivo study showed trp treatment decreased arthritis score histological score mouse clinical data further confirmed dietary supplementation trp significantly improved disease activity score alleviated inflammatory ra patient study highlight crucial regulatory role trp ra therapy providing novel insight optimizing clinical treatment strategy ra	Adv Sci (Weinh)	23/09/2025
10.1002/advs.202416575	steroid receptor drive macrophage reprogramming mediating transcription pancreatic cancer perineural invasion	Cheng K; Liu L; Gong M; Ji Y; Bai C; Guo X; Chen H; Pan J; Zhang Y; Yuan Y	perineural invasion pni is hallmark pancreatic cancer aggressiveness however feasibility manipulating macrophage tam reprogramming to influence pni development remains unclear method using vitro vivo sciatic nerve injection model coupled protein identification liquid spectrometry role steroid receptor is investigated tam reprogramming pni is tam promotes pni binding to signal transducer activator transcription to enhance matrix metallopeptidase transcription knockdown attenuated characteristic tam reduced secretion suppressed pni importantly blocking axis using tam inhibitor attenuated pni progression vivo reprograms tam activation to facilitate pni targeting disrupts axis present novel therapeutic strategy pni pancreatic cancer	Adv Sci (Weinh)	23/09/2025
10.1073/pnas.2419888122	triple checkpoint blockade enhances adoptive cell immunotherapy mouse model ovarian cancer	Alencar GF; Mohamed AO; Burnett MG; Jean SS; Nelson AR; Su Y; Voillet V; Bates BM; Rodgers Suarez M; Ruskin SL; Trieu L; Lam JL; Bekiranov S; Gottardo R; Greenberg PD; Anderson KG	survival rate ovarian cancer patient remains underscoring need innovative therapy one promising approach involves engineering cell to specifically target protein uniquely overexpressed tumor thereby controlling tumor growth toxicity to healthy tissue mesothelin msln contributes to malignant invasive phenotype ovarian cancer ha limited expression healthy cell making candidate immunotherapy target previous result mouse model ovarian cancer demonstrated cell engineered to express cell receptor tcr targeting msln tcr msln mediated therapeutic activity delaying tumor growth prolonging mouse survival however inhibitory ligand expressed tumor microenvironment tme interacted inhibitory receptor activated cell suppressing antitumor function hypothesized combining engineered cell checkpoint blockade would enhance cell function improve therapeutic efficacy administration monospecific antibody targeting individual inhibitory pathway had significant impact cell efficacy contrast combination blockade engineered cell significantly improved cell function overall animal survival relative to treatment antibody alone tcr msln singlet doublet antibody combination rna sequencing revealed tcr msln cell treated triplet antibody combination increased expression gene involved interferon response metabolic function reduced expression gene associated exhaustion result suggest strategy to disrupt multiple inhibitory pathway simultaneously may be necessary improved adoptive cell therapy efficacy patient	Proc Natl Acad Sci U S A	30/09/2025
10.1016/j.intimp.2025.115557	identification gene diagnostic biomarkers therapeutic target hcc machine learning experimental validation	Zhang J; Geng W; Sun H; Chen J; Fan Y; Tan K	liver cancer particularly hepatocellular carcinoma hcc remains significant health burden poor survival rate due to late diagnosis limited treatment option sorafenib inhibitor is standard therapy advanced hcc use often lead to drug resistance ferroptosis form regulated cell death ha emerged crucial target cancer therapy showing potential to enhance treatment efficacy overcome drug resistance previous study have demonstrated sorafenib trigger ferroptosis hcc cell ferroptosis play significant role development sorafenib resistance however intricate interplay ferroptosis sorafenib resistance remains poorly understood hampering development effective therapeutic strategy study focus intricate interplay ferroptosis sorafenib resistance hcc using dataset identified differentially expressed gene associated sorafenib resistance notably gene stratified hcc patient distinct subgroup different drug sensitivity immune cell infiltration response to chemotherapy immunotherapy machine learning algorithm three hub gene were identified to be closely associated sorafenib resistance novel signature comprising gene emerged robust diagnostic model validated roc curve analysis predicting sorafenib resistance hcc patient furthermore experimental validation confirmed upregulation expression hcc cell sorafenib treatment altering expression profile knockdown hcc cell potently enhanced ferroptosis thereby alleviating sorafenib resistance finding not only identify pivotal gene diagnostic biomarkers sorafenib resistance also provide insight role ferroptosis modulating sorafenib responsiveness study offer promising strategy to overcome sorafenib resistance improve patient outcome hcc treatment highlighting potential therapy cancer management	Int Immunopharmacol	21/09/2025
10.1038/s41467-025-64088-5	epigenetic regulation suppresses astrocytic immune response mouse	Park S; Park H; Byun YG; Wei X; Eom J; Joo J; Lee AJ; Diao Y; Chung WS; Jung I	astrocyte are critical contributor to brain disorder yet mechanism underlying selective vulnerability to specific disease remain poorly understood here demonstrate act key regulator early postnatal astrocyte development shaping immune response mouse integrative analysis gene expression chromatin accessibility chromatin interaction identify tfs uniquely associated early postnatal maturation mouse lacking astrocytic exhibit detectable developmental abnormality mouse display heightened susceptibility to exacerbated immune response following experimental autoimmune encephalomyelitis eae many dysregulated eae response gene are linked to candidate element altered early loss driving exacerbated inflammatory response notably only depletion early not late astrocyte development induces epigenetic reprogramming that prime astrocytic immune response	Nat Commun	22/09/2025
10.1158/2159-8290.CD-24-0556	molecular functional landscape resistance to folfiri chemotherapy metastatic colorectal cancer	Avolio M; Leto SM; Sassi F; Lupo B; Grassi E; Catalano I; Zanella ER; Vurchio V; Cottino F; Tsantoulis PK; Lazzari L; Luraghi P; Ferri M; Galimi F; Berrino E; Bellomo SE; Viviani M; Sogari A; Mauri G; Tosi F; Cruciani F; Sartore-Bianchi A; Siena S; Borghi F; Torri V; Élez E; Tabernero J; Nieva M; Montagut C; Tarazona N; Cervantes A; Tejpar S; Bardelli A; Marchiò C; Marsoni S; Bertotti A; Trusolino L	combination irinotecan folfiri remains treatment metastatic colorectal cancer mcrc yet benefit only half patient using xenograft pdxs investigated biological underpinnings heterogeneous response model showed transcriptional upregulation innate immunity mitochondrial metabolism gene together reduced expression dna polymerase sensitive counterpart exhibited phenotype genomic scar homologous recombination hr deficiency not caused genetic epigenetic loss hr gene low abundance recombinase tumoroids forced overexpression attenuated hr scar damage hr inhibition atm blockade enhanced drug sensitivity predictive relevance key response determinant wa validated clinical sample work illuminates functional facet brcaness mcrc introduces actionable biomarkers target offering prospect to improve clinical broaden therapeutic option chemorefractory patient	Cancer Discov	22/09/2025
10.1161/HYPERTENSIONAHA.107.098475	effect candesartan compared amlodipine hypertensive patient high cardiovascular risk candesartan antihypertensive survival evaluation japan trial	Ogihara T; Nakao K; Fukui T; Fukiyama K; Ueshima K; Oba K; Sato T; Saruta T	candesartan antihypertensive survival evaluation japan trial wa designed to compare effect angiotensin ii receptor blocker candesartan calcium channel blocker amlodipine incidence cardiovascular event represented composite sudden death cerebrovascular cardiac renal vascular event japanese hypertensive patient conducted prospective randomized study blinded assessment end point japanese hypertensive patient mean age year mean body mass index patient were followed average year blood pressure wa well controlled regimen systolic blood blood pressure mm hg regimen mm hg regimen year primary cardiovascular event occurred patient regimen regimen produced significant difference cardiovascular morbidity mortality japanese hypertensive patient hazard ratio ci to primary end point category there wa significant difference regimen diabetes occurred fewer patient taking candesartan taking amlodipine which resulted relative risk reduction hazard ratio ci to disclosed regimen produced statistical difference term primary cardiovascular end point whereas candesartan prevented diabetes more effectively amlodipine	Hypertension	01/02/2008
10.1016/j.phymed.2025.157246	comparison efficacy action mechanism chinese patent medicine liver fibrosis cirrhosis	Fu L; Xie J; Wang Z; Jiang T; Zeng Y; Yan J; Sun R; Huang M; Du S; Wang X; Liu Y; Xi K; Chen A; Ma X; Zeng J; Efferth T	background liver fibrosis is critical stage liver disease progression can advance to cirrhosis appropriate treatment hepatitis virus infection is primary cause liver fibrosis antiviral drug entecavir are widely used to treat liver fibrosis cirrhosis additionally chinese patent medicine such biejiajian pill bjp liuwei wuling tablet lwt fufang biejia ruangan tablet fft fuzheng huayu capsule fzc anluo huaxian pill ahp demonstrate therapeutic effect however there is still insufficient agreement most effective therapy how work objective study aim to identify most effective chinese patent medicine treating liver fibrosis cirrhosis combining network network pharmacology also summarises evaluates potential mechanism effective treatment method based published clinical research data aim is to provide scientific evidence clinical finally result were verified experiment aim is to provide scientific basis clinical method conducted comprehensive search eight database pubmed web science excerpta medica database embase cochrane library china national knowledge infrastructure cnki weipu database vip wanfang study published up to april applying inclusion exclusion criterion clinical outcome such hyaluronic acid ha laminin ln type iv collagen type iii procollagen aspartate aminotransferase ast alanine aminotransferase alt total bilirubin tbil were analyzed interaction ppi network wa constructed using network pharmacology core gene identified cytohubba cytoscape gene ontology go kyoto encyclopedia gene genome kegg pathway analysis were used to explore underlying mechanism next validated prediction using vivo experiment observing pathological change staining masson trichrome staining picro sirius red staining immunohistochemistry performing protein expression analysis using western blotting result total study involving patient were included surface cumulative ranking curve sucra rank probability were used to assess therapeutic efficacy prescription liver fibrosis ahp wa most effective followed lwt fzc bjp fft cirrhosis treatment lwt wa most effective followed ahp fzc bjp fft combined network pharmacology analysis revealed ahp lwt might play role liver fibrosis cirrhosis regulating target such signal transducer activator transcription matrix metallopeptidase protein kinase etc animal experiment have shown chinese patent medicine such lwt ahp can significantly improve liver damage mouse reduce level muscle actin transforming growth factor beta fibronectin fn ccl group increasing expression content conclusion ahp lwt are most effective treatment liver fibrosis cirrhosis respectively according to current network lwt ahp may play role liver fibrosis cirrhosis regulating target such providing solid foundation clinical treatment strategy	Phytomedicine	11/09/2025
10.1002/mgg3.830	genetics genetic counseling psychiatry result opinion survey professional user	Martorell L; Sanfeliu A; Blázquez A; Lojo E; Cortés MJ; de Pablo J; Vilella E	background heritability several psychiatric disorder is high specific variant have been identified therefore genetic counseling genetic testing can be prescribed to psychiatric patient service are not standardized most population aim study were to gather opinion mental health professional user regarding genetics psychiatric disorder usefulness genetic counseling unit psychiatry method survey wa conducted province tarragona spain analyzed valid questionnaire professional user result percent professional strongly believed psychiatric disorder have genetic basis rated genetic counseling unit psychiatry very extremely useful however only few professional reported patient asked genetics disease possibility transmitting disease to offspring percent user strongly believed psychiatric disorder have genetic basis responded talked family genetics disease were worried transmitting disease to offspring however only reported psychiatrist had talked to topic remarkably user would consider genetic counseling unit very extremely useful conclusion present study showed mental health professional were more aware genetic basis psychiatric disorder user considered implementation genetic counseling service very useful	Mol Genet Genomic Med	01/08/2019
10.1016/j.lanhl.2025.100761	bone quality response to lifestyle intervention older adult obesity trial randomised controlled trial	Gregori G; Mediwala S; Liebschner M; Kim D; Bryant MS; Klonis N; Armamento-Villareal R; Qualls C; Villareal DT	background lifestyle intervention weight loss might exacerbate bone loss osteoporosis however there is limited knowledge effect bone quality examined lifestyle intervention can preserve enhance bone quality reduction bone mineral density method lifestyle intervention to improve bone quality study wa randomised controlled trial conducted baylor college medicine michael debakey va medical center houston tx usa including older adult aged year obesity bmi participant were randomly assigned to receive intensive lifestyle intervention intensive lifestyle group consisting weight management exercise training healthy lifestyle healthy lifestyle group consisting educational session healthy diet outcome were change distal tibia cortical thickness measured using peripheral quantitative ct hip bone strength failure load assessed finite element analysis ct scan primary endpoint wa analysed intention to treat randomly assigned patient trial is registered completed finding participant assessed eligibility person nov nov were included study mean age year sd male female month weight loss wa greater intensive lifestyle group healthy lifestyle group kg se v kg group difference were noted change distal tibia cortical thickness intensive lifestyle group mm se healthy lifestyle group mm difference ci to change hip failure load month did not differ intensive lifestyle group se healthy lifestyle group difference ci to adverse event intensive lifestyle group included small number musculoskeletal event fall one participant neck pain two foot shoulder back leg pain one interpretation lifestyle intervention preserved bone quality older adult obesity weight loss further research is needed to determine lifestyle intervention can reduce fracture risk older adult obesity funding national institute diabetes digestive kidney disease niddk department veteran affair	Lancet Healthy Longev	30/09/2026
10.1038/s41418-025-01589-2	promotes metabolic steatotic liver disease progression stabilization pparγ	Luo H; Zhu C; Wang Y; Dai Y; Hao P; Cai H; Bai W; Zhang Z; Wan J; Zhang Y; Sun Y; Zhang Z; Wu Y; Zhai Y; Wu W; Lei H; Xu H; He M; Wu Y	metabolic steatotic liver disease masld is leading cause chronic liver disease worldwide molecular mechanism underlying pathogenesis are not fully understood here identify deubiquitinating enzyme protease key regulator hepatic lipid metabolism masld progression show expression is significantly upregulated liver tissue masld patient diet hfd mouse model knockout pharmacological inhibition alleviates hepatic steatosis improves systemic metabolic parameter vivo vitro strikingly sirna markedly attenuates masld mouse model highlighting therapeutic potential mechanistically directly interacts stabilizes peroxisome receptor pparγ removing ubiquitin chain lysine domain thereby preventing proteasomal degradation enhancing transcriptional activity axis promotes hepatic lipid accumulation drive masld progression finding novel regulatory mechanism masld pathogenesis suggest may represent promising druggable therapeutic target metabolic liver disease	Cell Death Differ	24/09/2025
10.4415/ANN_11_01_17	rare disease orphan drug	Taruscio D; Capozzoli F; Frank C	according to regulation ec european parliament council rare disease are chronically debilitating condition affecting no more person european community is estimated to distinct rare disease affect up to total eu population therefore condition can be considered rare taken individually affect significant proportion european population when considered single group several initiative have been undertaken international european national level to tackle public health a well research issue related to prevention diagnosis treatment surveillance disease development innovative effective medical product diagnosis treatment is frequently hampered several factor including limited knowledge natural history difficulty setting up clinical study due to limited number patient affected specific disease weak interest sponsor due to restricted market opportunity therefore incentive other facilitation have been adopted many part world including eu order to facilitate development commercialization diagnostic tool treatment devoted to rare disease paper illustrates mainly european initiative will discus problematic controversial aspect surrounding orphan drug finally activity measure adopted italy are presented	Ann Ist Super Sanita	01/01/2011
10.1002/cre2.920	evaluation effect punica granatum flower tablet pain healing minor recurrent aphthous stomatitis randomized clinical trial	Lavaee F; Parhizkar E; Tavakoli F; Zarshenas MM; Asmarian N	objective purpose study wa to determine therapeutic effect punica granatum pg flower recurrent aphthous stomatitis comparison corticosteroid therapy material method randomized clinical trial wa conducted patient who had been referred to shiraz dental school ra all participant used granatum flower tablet triadent month apart time compared experimental group patient received pomegranate flower tablet three tablet daily day control group oral paste triadent ha been prescribed three time day day visual analog scale va size ra were evaluated day data were analyzed spss version wilcoxon test wa used result mean age participant wa year old study patient were men patient were woman mean value va using prescribed treatment evaluated group day wa significantly different such va value were lower pg flower tablet triadent value lt size oral lesion participant who used pg flower tablet wa significantly less who used triadent evaluation day value lt day value descending slope va day to triadent pg flower tablet user wa significant noticeable value lt conclusion according to result study granatum flower tablet triadent are useful reducing size period healing va patient ra pg flower tablet is more effective	Clin Exp Dent Res	01/08/2024
10.7326/ANNALS-24-00960-JC	acetaminophen use pregnancy wa not linked to autism adhd intellectual disability offspring	Worringer E; Rowland K	ahlqvist vh sjöqvist dalman al acetaminophen use pregnancy child risk autism adhd intellectual disability jama	Ann Intern Med	01/08/2024
10.2337/db25-0492	combined weight loss exercise training alters skeletal muscle subcellular lipid localization intermuscular adipose tissue cellular composition	Zemski Berry K; Garfield A; Whytock KL; Macias E; Zarini S; Jambal P; Stepaniak T; Bowen S; Perreault L; Johnson C; Kahn D; Kerege A; Tamburini IJ; Nguyen CM; Viesi CH; Seldin M; Sun Y; Walsh M; Sparks LM; Bergman BC	subcellular lipid accumulation intermuscular adipose tissue imat accumulation are associated insulin resistance impact combined weight loss exercise training localization lipid imat cellular composition is not known adult obesity female male year completed supervised weight loss exercise training intervention insulin sensitivity wa measured using clamp basal vastus lateralis biopsy were collected postintervention intervention body weight body fat decreased respectively peak insulin sensitivity increased respectively lipidomics revealed reduced sarcolemmal nuclear triglyceride unchanged triglyceride diacylglycerols increased increased nuclear pkcε pkcθ pkcδ activation sphingolipid level increased cytosolic accumulation rna sequencing showed altered imat cellular composition including increased progenitor vascular cell macrophage decreased preadipocytes bulk muscle rna sequencing indicated upregulation gene related to muscle remodeling cellular respiration there were change relationship nuclear diacylglycerols gene expression postintervention finding dissociate improvement insulin sensitivity total muscle diacylglycerol sphingolipid level highlight role subcellular lipid redistribution imat remodeling insulin sensitization article highlight evaluation subcellular fractionated muscle revealed decrease sarcolemmal nuclear triglyceride increase nuclear diacylglycerols cytosolic sphingolipids postintervention weight loss revealed alteration cellular composition intermuscular adipose tissue upregulation gene related to muscle remodeling cellular respiration finding dissociate improvement insulin sensitivity total muscle sphingolipid level highlight role intermuscular adipose tissue remodeling enhanced insulin sensitivity	Diabetes	22/09/2025
10.1016/S0140-6736(25)01206-1	oncolytic virus anticancer agent clinical progress remaining challenge	Appleton E; Chiocca EA; Ungerechts G; Melcher A; Vile R	immunotherapy ha transformed treatment cancer yet many patient do not have response lasting benefit strategy to overcome resistance remain crucial importance oncolytic virus offer promising approach unique ability to selectively replicate to destroy cancer cell remodel immunosuppressive tumour microenvironment stimulate antitumour immunity interest potential oncolytic virus ha grown steadily past two decade fuelled advance cancer immunology viral engineering however clinical translation ha not kept pace plethora promising new construct have entered clinical testing several barrier continue to restrict widespread clinical implementation therapeutic paper highlight key milestone oncolytic virus clinical development discusses challenge that remain clinical reflection considers how future research might be streamlined to achieve meaningful benefit patient	Lancet	20/09/2025
10.2460/ajvr.67.10.1681	pharmacokinetics clarithromycin concentration body fluid bronchoalveolar cell foal	Womble AY; Giguère S; Lee EA; Vickroy TW	objective to determine pharmacokinetics clarithromycin concentration body fluid bronchoalveolar bal cell foal animal healthy foal procedure crossover design clarithromycin wa administered to foal iv intragastric ig route initial ig administration additional dos were administered ig interval concentration clarithromycin metabolite were measured serum use liquid chromatography microbiologic assay wa used to measure clarithromycin activity serum urine peritoneal fluid synovial fluid csf pulmonary epithelial lining fluid bal cell result iv administration elimination hour mean sd body clearance apparent volume distribution steady state were determined clarithromycin metabolite wa detected foal hour clarithromycin administration oral bioavailability clarithromycin wa maximum serum concentration clarithromycin multiple ig administration wa ig administration multiple dos clarithromycin concentration peritoneal fluid csf synovial fluid were similar to lower concentration serum whereas concentration urine pelf bal cell were significantly higher concentration serum conclusion clinical relevance oral administration clarithromycin hour maintains concentration serum pelf bal cell that are higher minimum inhibitory concentration rhodococcus equiisolates entire dosing interval	Am J Vet Res	01/10/2006
10.1038/s41418-025-01582-9	ubiquitination alleviates energy autophagy promote prostate cancer growth context spop mutation	Chen S; Lin J; Yang Z; Wang Y; Wang Q; Wang D; Qu Y; Lin Q; Liu J; Yan S; Wang Z; Qian X; Xiao Y; Li X; Chen Y; Fang W; Zhao J; Lu Z; Ren H; Zhu Y; Ma L	spop most frequently mutated gene prostate cancer ha been implicated aberrant activation stress granule presenting significant challenge disease management however mechanistic link spop mutation cellular energy stress remains inadequately explored study demonstrate expression is positively correlated mutation spop upregulation ubiquitin ligase human prostate cancer specimen mechanistically spop mutation induce upregulation which subsequently bind to catalyzes polyubiquitylation modification enhances stability facilitating cellular adaptation to energy stress consequently promoting prostate cancer progression notably pharmacological inhibition using chimera effectively suppressed tumor growth mouse bearing prostate cancer cell collectively finding elucidate pivotal role spop mutation modulating energy stress response ubiquitylation therapeutic potential targeting prostate cancer	Cell Death Differ	20/09/2025
10.1021/acsnano.5c06003	hydrogel loaded aminoethyl exosomes attenuates hepatic fibrosis targeting activated hepatic stellate cell	Sun Z; Zheng Q; Zhang Y; Bai C; Wang F; Yang P; Zhu D; Liu X; Li S; Liu D; Li R; He L; Yao J; Li X	stem regenerative research ha highlighted therapeutic potential human umbilical cord mesenchymal stem exosomes hepatic tissue regeneration repair however exosomes undergo rapid clearance following systemic administration limiting therapeutic potential insufficient retention sustained release study innovative delivery platform encapsulating aminoethyl anisamide aeaa exosomes wa developed to mitigate hepatic fibrosis synthesizing hydrogel iii gel composed carboxymethyl chitosan oxidized dextran iron tannate then encapsulating umbilical cord mesenchymal stem exosomes functionalized aeaa implanted mouse hepatic fibrosis intraperitoneal injection to evaluate therapeutic effect hydrogel hydrogel had favorable physical property optimal biocompatibility profile system significantly reduced oxidative stress alleviated hepatic fibrosis additionally revealed system ameliorates hepatic fibrogenesis mainly modulating oxidative stress collagen deposition inflammatory cascade liver tissue strategy offer targeted efficient approach treating liver fibrosis induced chronic hepatic injury improves targeting efficiency therapeutic outcome engineered exosome delivery	ACS Nano	23/09/2025
10.1172/JCI194080	nanoparticle therapy prevention treatment experimental allergy mouse	Rochman Y; Kotliar M; Klingler AM; Rochman M; Alameh MG; Melamed JR; Osswald GA; Caldwell JM; Felton JM; Mack LE; Hargis J; Lewkowich IP; Barski A; Weissman D; Rothenberg ME	allergic disease have reached epidemic proportion globally calling attention to need better treatment preventive approach herein developed messenger rna mrna lipid nanoparticle lnp strategy therapy prevention allergic response immunization modulated cell differentiation inhibiting generation helper type type cell allergen exposure experimental asthma model induced ovalbumin naturally occurring house dust mite hdm major hdm allergen der treatment attenuated clinicopathology preventive established allergy model including reduction eosinophilia mucus production airway hypersensitivity enhancing production igg antibody maintaining low ige level additionally vaccine mouse elicited cell response seen following mrna vaccination human underscoring conserved immune mechanism specie regardless protein notably vaccination combination mtor inhibitor reduced cell response affecting effect preventive model asthma technology render therapy promising approach prevention treatment allergic disease	J Clin Invest	23/09/2025
10.1186/s13567-023-01248-9	streptococcus sheep mastitis outbreak detected italy is distinct bovine isolates	Rosa MN; Vezina B; Marogna G; Canu A; Molotzu MR; Tola S	streptococcus ruminantium is causative agent several bovine ovine disease however report are uncommon application whole genome sequencing to identify is rare report first time severe ovine mastitis outbreak caused ruminantium italy ruminantium wa isolated adult lactating ewe diffuse nodule mammary parenchyma predominantly serous clotted milk outbreak isolates five additional historical italian isolates were genomically characterised then analysed context publicly available ruminantium genome antimicrobial susceptibility testing wa performed to determine mics antibiotic result showed isolates were susceptible to antimicrobial tested kanamycin single nucleotide variant analysis confirmed clonal outbreak sheep snvs two others were colonised more distantly related clone pairwise snvs indicating presence multiple infecting lineage five historical ruminantium isolates were comprised singleton pairwise snvs to outbreak isolates ovine isolates were found to be genetically distinct to bovine isolates forming monophyletic group bovine isolates were similarly made singleton clone two isolates taken together genomic analysis using globally available genome is consistent general opportunistic pathogenesis ruminantium encourage future genomic surveillance effort to facilitate outbreak detection a well improve understanding zoonotic pathogen	Vet Res	12/12/2023
10.1073/pnas.2503966122	inorganic sulfate is critical mycobacterium tuberculosis lung tissue colonization redox balance	Le Mouëllic W; Levillain F; Wu TD; Caouaille M; Bousso P; Poquet Y; Neyrolles O	tuberculosis remains deadliest infectious disease caused single pathogen highlighting urgent need novel therapy deeper understanding mycobacterium tuberculosis metabolism could uncover specific vulnerability inform development new treatment sulfur essential bacterial growth survival fuel key pathway including redox buffering coenzyme production previous study suggest tuberculosis utilizes various substrate to meet sulfur requirement primary source sulfur exploited vivo infection remain unclear here reveal tuberculosis acquires inorganic sulfate transporter macrophage infection using nanosims high spatial resolution secondary ion mass spectrometry analysis observed significant enrichment intracellular bacteria correlating metabolic activity deletion subi abolished sulfate uptake impairing bacterial growth vitro reducing tuberculosis survival murine macrophage lung infected mouse finally data demonstrate sulfate acquisition is essential maintaining mycobacterial redox balance resisting nitrosative stress vitro vivo thus many intracellular pathogen tuberculosis depends energetically costly inorganic sulfate assimilation pathway to survive host environment finding challenge prior assumption that organic reduced sulfur source such methionine fuel tuberculosis sulfur metabolism infection animal cell lack sulfate assimilation pathway uncovering critical role sulfate import tuberculosis pathogenesis highlight pathway promising therapeutic target targeting system could either directly impair tuberculosis survival infection sensitize bacillus to oxidative stress disrupting redox homeostasis	Proc Natl Acad Sci U S A	30/09/2025
10.1038/s42255-025-01354-2	license macrophage glutaminolysis restorative function atherosclerosis	Benhmammouch S; Borowczyk C; Pierrot-Blanchet C; Barouillet T; Murcy F; Dussaud S; Blanc M; Blériot C; Örd T; Habbouche L; Vaillant N; Gerber Y; Cochain C; Gautier EL; Ginhoux F; Thorp EB; Biessen EAL; Sluimer JC; Bodoy S; Palacin M; Bailly-Maitre B; Kaikkonen MU; Yvan-Charvet L	atherosclerosis is condition characterized chronic inflammation arterial wall atherosclerotic plaque macrophage are key player site disease where metabolic reprogramming dictate progression pathogenesis here show reduced macrophage glutaminase activity is related to glutaminase gls not expression glutamine synthetase serf metabolic rheostat controlling nutrient flux cell vitro macrophage restorative function context atherosclerosis relies more heavily glutamine influx enhanced glutamine flux is largely mediated exchanger macrophage macrophage have reduced glutamine influx glutaminolysis impeding downstream signalling involved macrophage restorative function vivo deletion accelerates atherosclerosis mouse more complex necrotic core composition finally regulation glutaminolysis drive macrophage metabolic transcriptional rewiring atherosclerosis diverting exogenous gln flux to balance remodelling restorative function thus uncover role glutamine uptake upstream glutaminolysis atherosclerotic plaque development stability	Nat Metab	01/09/2025
