DOI	Title	Authors	Abstract	Journal	Date
10.4088/JCP.18m12612	Prenatal Exposure to Acetaminophen and the Risk of Attention-Deficit/Hyperactivity Disorder: A Nationwide Study in Taiwan.	Chen MH; Pan TL; Wang PW; Hsu JW; Huang KL; Su TP; Li CT; Lin WC; Tsai SJ; Chen TJ; Bai YM	BACKGROUND: Studies have suggested that a significant association exists between prenatal exposure to acetaminophen and the offspring&#x27;s attention-deficit/hyperactivity disorder (ADHD) risk. However, this association has largely been unexplored among the Asian population, generally, and the Taiwanese population, specifically. METHODS: In our study, 950 study pairs (children with ADHD [ICD-9-CM code: 314] and their mothers) and 3,800 control pairs (children without ADHD and their mothers) matched by demographic characteristics were identified between 1998 and 2008 from the Taiwan Longitudinal Health Insurance Database. Maternal use of acetaminophen was assessed in the first trimester, second trimester, and third trimester of pregnancy and over the period from 3 months before pregnancy to the date of last menstrual cycle. RESULTS: Logistic regression analysis with adjustments for demographic data, gestational infections, comorbid perinatal conditions, and maternal mental health disorders indicated that exposure to acetaminophen in the second trimester (odds ratio [OR] = 1.19; 95% CI, 1.00-1.40), both the first and second trimesters (OR = 1.28; 95% CI, 1.00-1.64), or in any trimester (OR = 1.20; 95% CI, 1.01-1.42) was associated with an increased risk of ADHD in offspring. Sensitivity analysis excluding gestational infections and maternal mental health disorders confirmed this association (OR = 1.33; 95% CI, 1.04-1.69). CONCLUSION: Prenatal exposure to acetaminophen was associated with an increased risk of ADHD in offspring, regardless of gestational infections and maternal mental health disorders. Additional studies are necessary to clarify the underlying mechanisms by which prenatal exposure to acetaminophen leads to neurodevelopmental risks.	J Clin Psychiatry	10/09/2019
10.1038/s41591-025-03937-8	Co-infusion of CD19-targeting and BCMA-targeting CAR-T cells for treatment-refractory systemic lupus erythematosus: a phase 1 trial.	Feng J; Huo D; Hong R; Jin X; Cao H; Shao M; Wen R; Zhang Q; Zhang M; Fu S; Wang D; Xu H; Wei G; Cui J; Huang S; Cui D; Chang AH; Liu Z; Lu L; Lin J; Hu Y; Huang H	Systemic lupus erythematosus (SLE) remains refractory to conventional immunosuppression in a subset of patients. In treatment-refractory SLE, we show that peripheral CD19(⁺) B cells and bone marrow CD19⁻BCMA⁺ long-lived plasma cells are dominant autoantibody sources, motivating dual CD19 and BCMA targeting. Here we report results from a cohort of patients (14 female, one male) in an ongoing phase 1 dose-escalation trial of co-infused autologous anti-CD19 and anti-BCMA chimeric antigen receptor (CAR) T cells after fludarabine/cyclophosphamide lymphodepletion. Primary endpoints were dose-limiting toxicities (DLTs) within 28 days and adverse events within 12 weeks; key secondary endpoints comprised attainment of Lupus Low Disease Activity State (LLDAS) and DORIS remission within 12 weeks and in vivo CAR-T persistence within 24 weeks. Exploratory endpoints were the duration of post-infusion B cell depletion and time to recovery, the kinetics of immune reconstitution and longitudinal changes in autoantibody titers and serum immunoglobulin concentrations after CAR-T therapy. Over a median 712-day follow-up (range, 613-1,134), no DLTs occurred. Grade 1 cytokine release syndrome developed in 86.7% of patients, with no neurotoxicity or treatment-related deaths. The most common grade 3 or higher adverse events were neutropenia (100%), thrombocytopenia (40%) and anemia (13.3%), all of which were reversible with supportive care. By week 12, 12 of 15 patients (80%) fulfilled both the LLDAS and DORIS remission criteria. Multiomic analyses confirmed elimination of autoreactive CD19⁺BCMA⁺ clones, reconstitution of naive IgM/IgD B cells and durable downregulation of interferon-stimulated and BAFF-dependent signatures, indicating improved immune homeostasis. Longitudinal monitoring of three patients for 1 year demonstrated sustained eradication of pathogenic clones, suggesting potential cure. Dual anti-CD19/anti-BCMA CAR-T cell therapy demonstrates good safety and promising clinical efficacy in treatment-refractory SLE. This study supports the further development of this treatment approach for patients with rSLE. ClinicalTrials.gov identifier: NCT05030779 .	Nat Med	24/09/2025
10.1136/gutjnl-2025-335642	Alleviated T cell exhaustion and SLC1A3-mediated stroma-remodelling dictate chemoimmunotherapy efficacy in oesophageal squamous cell carcinoma.	Xiang S; Chen Y; Wang C; Wang M; He Y; Liu Z; Zhang JL; Yang LP; Wei YF; Wu QN; Wang ZX; Xi SY; Li Z; Zhao Q; Xu RH; Wang F	BACKGROUND: Combining chemotherapy with anti-programmed cell death protein-1 (PD-1) improves clinical outcomes in oesophageal squamous cell carcinoma (ESCC), yet the underlying synergistic mechanism remains obscured. Moreover, 30-50% of patients still derive no therapeutic benefit from the combination strategy, highlighting the need to decipher and overcome resistance. OBJECTIVE: We sought to investigate the mechanisms by which chemotherapy augments the responses to immune checkpoint blockade and elucidate the factors contributing to persistent resistance in non-responding patients. DESIGN: We designed a systematic investigation involving longitudinal sampling of ESCC tissues both from patients treated with chemotherapy plus anti-PD-1 and anti-PD-1 monotherapy. The tumour microenvironment (TME) was then comprehensively characterised using single-cell transcriptomics, T cell receptor repertoire analysis, multiplex immunohistochemistry and murine models. RESULTS: We demonstrated that combination therapy exerted superior antitumour efficacy by mitigating immune checkpoint engagements (TIGIT-NECTIN2 and NECTIN1-CD96) between epithelial-stress tumour cells and CD8(+) T cells, thereby preventing T cells from exhaustion and boosting vitality. In non-responders, we identified a subset of tumour cells with high SLC1A3 expression, which localised at the tumour boundary and interacted with COL1A1(+) myofibroblastic cancer-associated fibroblasts, inducing an extracellular matrix-enriched TME that hindered the infiltration of CD8(+) T cells. Inhibiting SLC1A3 significantly enhanced the efficacy of chemotherapy plus anti-PD-1, underscoring its potential as a therapeutic target. CONCLUSION: This study elucidates the synergistic mechanisms and identifies key resistance pathways underlying chemo-immunotherapy combinations in patients with ESCC, providing a scientific basis for refining future combination therapeutic regimens.	Gut	22/09/2025
10.1038/s41418-025-01587-4	AARS1-mediated lactylation of H3K18 and STAT1 promotes ferroptosis in diabetic nephropathy.	Hong J; Xu H; Yu L; Yu Z; Chen X; Meng Z; Zhu J; Li J; Zhu M	Diabetic nephropathy (DN) is the primary cause of end-stage renal disease worldwide. Recent studies have revealed that lactate-mediated histone lactylation, which functions as a novel epigenetic modification, is involved in the occurrence and development of diabetes-related complications. However, little is known about the role of lactyltransferase in DN. Alanyl-tRNA synthetase 1 (AARS1) was identified as a novel lactyltransferase that modulates histone H3-lysine-18 lactylation (H3K18la). In the present study, we determined whether AARS1-mediated H3K18la participates in the pathogenesis of DN. More importantly, we explored the potential mechanism involved. A mouse DN model consisting of both wild-type and alanyl-tRNA synthetase (AARS1) heterozygote (AARS1(+/-)) mice was utilized in this study. Transcriptomic and lipidomic analyses, combined with a variety of molecular biological methodologies, were employed to elucidate the potential mechanism by which AARS1 regulates ferroptosis in DN. Our results indicated that the increases in AARS1 and H3K18la expression were involved in kidney dysfunction and renal cell death via the modulation of ferroptosis in the DN model. Moreover, AARS1 induced lipid peroxidation by increasing fatty acid elongase-5 (ELOVL5) transcription, ultimately contributing to ferroptosis induction. Furthermore, AARS1 interacted with signal transducer and activator of transcription 1 (STAT1) to jointly regulate ELOVL5 transcription. Additionally, treatment with the STAT1-specific inhibitor fludarabine delayed DN progression. In addition, we observed that AARS1 modulated the lactylation of both STAT1 and H3K18 to regulate ELOVL5 transcription, thus triggering ferroptosis. Inhibition of AARS1-induced lactylation via β-alanine attenuated ferroptosis in DN model mice and hyperglycaemic cells. The present study showed that AARS1 induced the lactylation of H3K18 and STAT1 to regulate ELOVL5 transcription, thus triggering ferroptosis in a diabetic nephropathy model.	Cell Death Differ	23/09/2025
10.1038/s41564-025-02120-6	Nasal Staphylococcus aureus carriage promotes depressive behaviour in mice via sex hormone degradation.	Xiang G; Wang Y; Ni K; Luo H; Liu Q; Song Y; Miao P; He L; Jian Y; Yang Z; Chen T; Xu K; Sun X; Shen Z; Ji C; Zhao N; He M; Pan Y; Luo Y; Hu J; Otto M; Li M	The human microbiome has a pronounced impact on human physiology and behaviour. Despite its unique anatomical connection to the brain, the role of the nasal microbiome in neurological diseases is understudied. Here, using human data and experiments in mice, we show that nasal Staphylococcus aureus is linked to depression. Nasal microbiome analyses revealed a positive correlation between depression scores and S. aureus abundance among patients with depression and healthy controls. Metabolomics of the nasal cavity showed decreased sex hormones, estradiol and testosterone in patients with depression versus controls. Nasal microbiota transplants from patients reproduced depression-like behaviour in mice with differential abundance of S. aureus. Further homology and mutational analysis uncovered an S. aureus sex hormone-degrading enzyme, 17b-hydroxysteroid dehydrogenase (Hsd12), which degraded testosterone and estradiol in mice, leading to lower levels of dopamine and serotonin in the murine brain. These findings reveal a nasal commensal that influences depressive behaviour and provides insights into the nose-brain axis.	Nat Microbiol	22/09/2025
10.1038/s41392-025-02391-9	Ninjurin-1 mediates cell lysis and detrimental inflammation of PANoptosis during influenza A virus infection.	Xu Y; Zheng Y; Liu Y; Wei C; Ren J; Zuo W; Gu R; Liu H; Deng X; Liu Y; Shang X; Ge W; Li Z; Huang Y; He D; Shen X; Wang Z; Lyu C; Wang Z; Mu Y; Zhang Z; Wu H; Li H; Cao B	Influenza A virus (IAV) induces ZBP1-mediated PANoptosis, a form of lytic inflammatory cell death characterized by concurrent activation of the pyroptosis, necroptosis and apoptosis pathways. Ninjurin-1 (NINJ1) is a recently identified mediator of plasma membrane rupture but functions diversely in different types of cell death. However, little is known about the role of NINJ1 in IAV-induced PANoptosis and viral pneumonia. Here, we report that IAV infection triggered an increase in the expression of NINJ1, which then oligomerized and mediated cell lysis in infected macrophages. The deficiency of NINJ1 prevented plasma membrane rupture and the release of DAMPs and IL-1β without affecting the progression of cell death. Activation of any single PANoptosis pathway was sufficient to trigger the oligomerization of NINJ1 and robust cell lysis. Accordingly, only when all PANoptosis pathways were concurrently blocked could the oligomerization of NINJ1, cell death, and cell rupture be prevented. Ablation of NINJ1 in vivo also alleviated IAV-induced lung injury and mortality. Furthermore, we revealed an association between NINJ1 upregulation and poor outcomes in patients with COVID-19. Collectively, our findings indicate a pivotal role of NINJ1 in the immunopathology of IAV infection and its potential as a bioindicator of disease severity and prognosis in viral pneumonia and viral sepsis.	Signal Transduct Target Ther	23/09/2025
10.1089/rej.2012.1389	Protective effects of ginger root extract on Alzheimer disease-induced behavioral dysfunction in rats.	Zeng GF; Zhang ZY; Lu L; Xiao DQ; Zong SH; He JM	The aim of this study was to assess the ability of a traditional Chinese medicinal ginger root extract (GRE) to prevent behavioral dysfunction in the Alzheimer disease (AD) rat model. Rat AD models were established by an operation (OP) in which rats were treated with a one-time intra-cerebroventricuIar injection of amyloid β-protein (Aβ) and continuous gavage of aluminum chloride every day for 4 weeks. GRE was administered intra-gastrically to rats. After 35 days, learning and memory were assessed in all of the rats. Brain sections were processed for immunohistochemistry and Hematoxylin &amp; Eosin (H&amp;E) and Nissl staining. The latency to show significant memory deficits was shorter in the group that received OP with a high dose of GRE (HG)(OP+HG) than in the groups that received OP with a low or moderate dose of GRE (LG, MG)(OP+LG, OP+MG) (p&lt;0.05). The expression of superoxide dismutase (SOD) and catalase (CAT) in the OP+MG and OP+LG groups was up-regulated compared to the OP+HG groups (p&lt;0.05). The rats in the OP+HG groups had lower levels of nuclear factor-κB (NF-κB), interleukin-1β (IL-1β), and malondialdehyde (MDA) expression than the rats in the OP+MG and OP+LG groups (p&lt;0.05). This experiment demonstrates that the administration of GRE reverses behavioral dysfunction and prevents AD-like symptoms in our rat model.	Rejuvenation Res	01/04/2013
10.1038/s41586-025-09541-7	Ribonucleotide incorporation into mitochondrial DNA drives inflammation.	Bahat A; Milenkovic D; Cors E; Barnett M; Niftullayev S; Katsalifis A; Schwill M; Kirschner P; MacVicar T; Giavalisco P; Jenninger L; Clausen AR; Paupe V; Prudent J; Larsson NG; Rogg M; Schell C; Muylaert I; Lekholm E; Nolte H; Falkenberg M; Langer T	Metabolic dysregulation can lead to inflammatory responses(1,2). Imbalanced nucleotide synthesis triggers the release of mitochondrial DNA (mtDNA) to the cytosol and an innate immune response through cGAS-STING signalling(3). However, how nucleotide deficiency drives mtDNA-dependent inflammation has not been elucidated. Here we show that nucleotide imbalance leads to an increased misincorporation of ribonucleotides into mtDNA during age-dependent renal inflammation in a mouse model lacking the mitochondrial exonuclease MGME1(4), in various tissues of aged mice and in cells lacking the mitochondrial i-AAA protease YME1L. Similarly, reduced deoxyribonucleotide synthesis increases the ribonucleotide content of mtDNA in cell-cycle-arrested senescent cells. This leads to mtDNA release into the cytosol, cGAS-STING activation and the mtDNA-dependent senescence-associated secretory phenotype (SASP), which can be suppressed by exogenously added deoxyribonucleosides. Our results highlight the sensitivity of mtDNA to aberrant ribonucleotide incorporation and show that imbalanced nucleotide metabolism leads to age- and mtDNA-dependent inflammatory responses and SASP in senescence.	Nature	24/09/2025
10.1038/s41392-025-02390-w	Spatiotemporal multi-omics analysis uncovers NAD-dependent immunosuppressive niche triggering early gastric cancer.	Gao P; Zuo C; Yuan W; Cai J; Chai X; Gong R; Yu J; Yao L; Su W; Liu Z; Lin S; Wang Y; Cai M; Ma L; Li Q; Zhou P	Understanding the cellular origins and early evolutionary dynamics that drive the initiation of carcinogenesis is critical to advancing early detection and prevention strategies. By characterizing key molecular, cellular and niche events at the precancerous tipping point of early gastric cancer (EGC), we aimed to develop more precise screening tools and design targeted interventions to prevent malignant transformation at this stage. We utilized our AI models to integrate spatial multimodal data from nine EGC endoscopic submucosal dissection (ESD) samples (covering sequential stages from normal to cancer), construct a spatial-temporal profile of disease progression, and identify a critical tipping point (PMC_P) characterized by an immune-suppressive microenvironment during early cancer development. At this stage, inflammatory pit mucous cells with stemness (PMC_2) interact with fibroblasts via NAMPT  ⟶  ITGA5/ITGB1 and with macrophages via AREG  ⟶  EGFR/ERBB2 signaling, fostering cancer initiation. We established gastric precancerous cell lines and organoids to demonstrate that NAMPT and AREG promote cellular proliferation in vitro. Furthermore, in the transgenic CEA-SV40 mouse model, targeting AREG and/or NAMPT disrupted key cell interactions, inhibited the JAK-STAT, MAPK, and NFκB pathways, and reduced PD-L1 expression, which was also confirmed by western blot in vitro. These interventions delayed disease progression, reversed the immunosuppressive microenvironment, and prevented malignant transformation. Clinical validation was conducted using endoscopically resected EGC specimens. Our study provides a precise spatiotemporal depiction of EGC development and identifies novel diagnostic markers and therapeutic targets for early intervention.	Signal Transduct Target Ther	22/09/2025
10.1136/jitc-2025-012230	Lactylation-driven MVP upregulation boosts immunotherapy resistance by inhibiting PD-L1 degradation in hepatocellular carcinoma.	Liu S; Pan Y; Liu W; Bu X; Shao R; Wang Q; Wu J; Wu C; Hu W; Xu J; Wu C; Jiang J	BACKGROUND: Hepatocellular carcinoma (HCC) is a prevalent malignancy and the third leading cause of cancer-related mortality worldwide. Immune checkpoint inhibitors (ICIs) have emerged as first-line therapies for advanced HCC, substantially improving clinical outcomes. However, resistance to ICIs remains a major therapeutic challenge. Lactylation, a recently identified post-translational modification, has been implicated in tumor progression, although its role in ICIs resistance in HCC remains unclear. METHODS: Cytotoxicity assays, flow cytometry and orthotopic HCC mouse model were used to evaluate the effects of lactylation in remodeling the immune microenvironment. Chromatin immunoprecipitation sequencing and RNA sequencing were employed to identify lactylation-regulated gene profiles. Programmed cell death-ligand 1 (PD-L1) protein degradation was assayed by cycloheximide-chase analysis and ubiquitination assay. Interactions between major vault protein (MVP) and β-transducin repeat-containing protein (β-TrCP) were analyzed by co-immunoprecipitation experiments. Site-directed mutagenesis and truncation mutants were designed to determine binding sites of MVP-β-TrCP complex. RESULTS: Elevated lactylation correlates with poor prognosis and ICIs resistance in patients with HCC. Inhibition of lactylation enhances CD8(+) T-cell infiltration and cytokine production. Multiomics analyses identify MVP as a lactylation-regulated factor that suppresses CD8(+) T cell-mediated antitumor immunity. Elevated MVP expression is associated with resistance to checkpoint blockade therapy. Mechanistic studies reveal that histone lactylation-induced MVP upregulation stabilizes PD-L1 by preventing β-TrCP-mediated proteasomal degradation. Pharmacological inhibition of lactylation restores ICIs sensitivity in orthotopic HCC mouse models. CONCLUSIONS: Our findings demonstrate that histone lactylation promotes ICIs resistance via MVP-dependent PD-L1 stabilization. Therefore, targeting lactylation in combination with programmed cell death protein-1/PD-L1 blockade offers a promising strategy to overcome immunotherapy resistance in HCC.	J Immunother Cancer	21/09/2025
10.1097/JS9.0000000000003476	Polyethylene terephthalate microplastics exposure enhances the risk of ulcerative colitis: insights from multi-omics integration, machine learning, and molecular docking reveal intestinal toxicity mechanisms.	Yang X; Yan B; Zhao Y; Zhou L; Liu M; Chen G; Shen L; Deng T	BACKGROUND: In recent decades, the widespread use of polyethylene terephthalate (PET) has led to the proliferation of PET microplastics (PET-MPs) in the environment, posing potential threats to human health, including ulcerative colitis (UC). However, the underlying molecular mechanisms remain unclear. METHODS: Data sourced from public databases were harnessed to predict the targets of PET-MPs and identify UC-related differentially expressed genes. Functional enrichment analyses were conducted to uncover relevant biological pathways. Three machine learning algorithms were utilized to screen for hub genes associated with PET-MPs-induced UC, followed by the evaluation of these hub genes using eight machine learning algorithms via SHAP analysis. Subsequently, a nomogram was constructed and validated based on a Risk prediction model, and single-cell sequencing analysis and molecular docking were performed. An animal model was established via co-administration of 3% dextran sulfate sodium (DSS) and PET-MPs. Western blot analysis was employed to verify the protein expression levels in intestinal tissues. RESULTS: Eleven potential targets related to PET-MPs-induced UC toxicity were identified. Four hub genes (CTSK, NAAA, PDE4B, and PFKFB3) were successfully screened out, exhibiting significant expression disparities in UC samples. The constructed Risk prediction model demonstrated high prediction accuracy. Single-cell analysis revealed distinct expression patterns of the hub genes across different cell types, and molecular docking confirmed strong binding affinities between PET-MPs and these genes. Animal experiments revealed that the expression levels of CTSK, PDE4B, and PFKFB3 in the DSS + PET-MPs group were significantly upregulated, while the expression level of NAAA was significantly downregulated, compared with the DSS group. CONCLUSION: This study offers valuable insights into the molecular mechanisms by which PET-MPs may induce UC, providing a theoretical foundation for understanding the potential health risks associated with PET-MPs exposure.	Int J Surg	22/09/2025
10.1038/s41586-025-09500-2	LRP8 is a receptor for tick-borne encephalitis virus.	Mittler E; Tse AL; Tran PT; Florez C; Janer J; Varnaite R; Kasikci E; Mv VK; Loomis M; Christ W; Cazares E; Bakken RR; Martin CK; Zeng X; Raymond JL; Shahsavani M; Khanal S; Wilkinson ER; Oktavia RM; Slough MM; Haslwanter D; Han J; Berrigan J; Rosendal E; Kielian M; Manicassamy B; Överby AK; Falk A; Barba-Spaeth G; Rey FA; Klingström J; Gavathiotis E; Herbert AS; Chandran K; Gredmark-Russ S	Tick-borne encephalitis virus (TBEV) causes tick-borne encephalitis (TBE), a severe and sometimes life-threatening disease characterized by viral invasion of the central nervous system with symptoms of neuroinflammation(1,2). As with other orthoflaviviruses-enveloped, arthropod-borne RNA viruses-host factors required for TBEV entry remain poorly defined. Here we used a genome-scale CRISPR-Cas9-based screen to identify LRP8, an apolipoprotein E and reelin receptor with high expression in the brain, as a TBEV receptor. LRP8 downregulation reduced TBEV infection in human cells, and its overexpression enhanced infection. LRP8 bound directly to the TBEV E glycoprotein and mediated viral attachment and internalization into cells. An LRP8-based soluble decoy blocked infection of human cell lines and neuronal cells and protected mice from lethal TBEV challenge. LRP8&#x27;s role as a TBEV receptor has implications for TBEV neuropathogenesis and the development of antiviral countermeasures.	Nature	24/09/2025
10.1038/s41586-025-09507-9	Systematic discovery of CRISPR-boosted CAR T cell immunotherapies.	Datlinger P; Pankevich EV; Arnold CD; Pranckevicius N; Lin J; Romanovskaia D; Schaefer M; Piras F; Orts AC; Nemc A; Biesaga PN; Chan M; Neuwirth T; Artemov AV; Li W; Ladstätter S; Krausgruber T; Bock C	Chimeric antigen receptor (CAR) T cell therapy has shown remarkable success in treating blood cancers, but CAR T cell dysfunction remains a common cause of treatment failure(1). Here we present CELLFIE, a CRISPR screening platform for enhancing CAR T cells across multiple clinical objectives. We performed genome-wide screens in human primary CAR T cells, with readouts capturing key aspects of T cell biology, including proliferation, target cell recognition, activation, apoptosis and fratricide, and exhaustion. Screening hits were prioritized using a new in vivo CROP-seq(2) method in a xenograft model of human leukaemia, establishing several gene knockouts that boost CAR T cell efficacy. Most notably, we discovered that RHOG knockout is a potent and unexpected CAR T cell enhancer, both individually and together with FAS knockout, which was validated across multiple in vivo models, CAR designs and sample donors, and in patient-derived cells. Demonstrating the versatility of the CELLFIE platform, we also conducted combinatorial CRISPR screens to identify synergistic gene pairs and saturation base-editing screens to characterize RHOG variants. In summary, we discovered, validated and biologically characterized CRISPR-boosted CAR T cells that outperform standard CAR T cells in widely used benchmarks, establishing a foundational resource for optimizing cell-based immunotherapies.	Nature	24/09/2025
